Positive,ProviderID,UserKey,InitialProb,SampleID,numTest,CurrentProb
Unknown,2,afcbb3ff7bd540c28f237a04ee7e587a,0.0666,2404099c4f3b437da69c8bc692b2b502,1,0.0666
Unknown,2,2483245d0b8a4fcfbf645b67222258de,0.0666,9156539538ec40c1b10d166bb8f556fd,1,0.0666
Unknown,2,62576673681f431fba82dfefabbde202,0.0666,797ae9f6127c4c9b918f195d1b1af5b6,1,0.0666
Unknown,2,391a596bc701427b9ec351eee443076f,0.0666,27bd655b1464486d9307d866927df298,1,0.0666
Unknown,2,546668db9967496d83e5e244e27d3116,0.0666,ea42b37125684f63940a6a9414c0e478,1,0.0666
Unknown,2,61f9f49bf4124d01ae89d42b54c2987b,0.0666,f5ab3d009c5e40c28d7173c0a1c4efad,1,0.0666
Unknown,2,35566d1c834e4f33b9f52e076058e37b,0.0666,93b15894d37c47cf8dfbac1f1ff0df80,1,0.0666
Unknown,2,0341f1e46ff2450cad778706644aec04,0.0666,033ab1c59fc3412584042d5c0f706c4c,1,0.0666
Unknown,2,9300cb09eb324a119b7919b9f8f3ae4d,0.0666,f4b9d5f65b104356ae86fcd4e8620d82,1,0.0666
Unknown,2,bfc7c31cbd71477ca3fff7acb3a60778,0.0666,401575f179544ff189119069d41a877e,1,0.0666
Unknown,2,5520ef3eb5dc4a8093a1f931cbac0ca2,0.0666,2abd0012b9f841568380882815f7e02e,1,0.0666
Unknown,2,2e875ae3d1a0495fb42ca7949b4ced10,0.0666,666546d14dba4219bf41ba006ed0f3a3,1,0.0666
Unknown,2,f551daa8f8454804894fe033fa10bd0f,0.0666,f8d298d35931405a87eca56c5e4b37f4,1,0.0666
Unknown,2,0a221ae3421247d2ac407cdd455091e0,0.0666,5b66617a343b4c3da122889efef0044d,1,0.0666
Unknown,2,c048a0c9d4294690ab68ca54e4602997,0.0666,0e3c8fc4c3e7476a887fa852a6962a3f,1,0.0666
Unknown,2,046ae42b76b54d16ac991ae806a9c5c5,0.0666,cc65f8c825954f909875574323427f5b,1,0.0666
Unknown,2,d3035e46f3144be1841ebfa946898e6e,0.0666,26c8c08a729b41fcb986ff2ccd590800,1,0.0666
Unknown,2,b76c759cae3e49c9acafa0cc4603102f,0.0666,f3a45c4654414ada9b636bca6fdb20de,1,0.0666
Unknown,2,fa533eedd90d42a097be942e56b89ccc,0.0666,4aa9066e0a4a4573b77f196496925b61,1,0.0666
Unknown,2,fd94f501ad3c4f4593ab96fbae8956bb,0.0666,361d7a60703344b0899cfa858ba07fa5,1,0.0666
Unknown,2,bfc95b47f8ec4c429b4311ee78d5834f,0.0666,42b5272c48004ceda9ba9bd6c732db76,1,0.0666
Unknown,2,6eb826363ac44acdaa78dcf407bf2924,0.0666,bf90835c0d4842089ad16a67b7c7de7c,1,0.0666
Unknown,2,71ef35310f4e42079e3d91be412a8a25,0.0666,ccf672466f354962b6d1ad89641f0e12,1,0.0666
Unknown,2,e233b27342ee4ac2ac3510d7d91e2f13,0.0666,735ed56aa9624e0fb7ebf400665744c7,1,0.0666
Unknown,2,99445fdfb9744cf698b06c3fdfb45b06,0.0666,825fcdf2050b4c839d673dda22a7f7ff,1,0.0666
Unknown,2,37655552444b4cccbda52bbb164796a4,0.0666,35d9867b32a042e6a3bfd46e9334521d,1,0.0666
Unknown,2,14953a34e7b64a98a8778c812577f85d,0.0666,a4312cf7b0714d56acf32a55d20455af,1,0.0666
Unknown,2,637d2e707a914d9cb87464dbbc053107,0.0666,fe67a5ebd3fe4d58bf69e83350e7f76d,1,0.0666
Unknown,2,bbcc7b270bb345609d792e885fff4e34,0.0666,60066a182afc43a9b907c401f8bd3a0b,1,0.0666
Unknown,2,77268c6d3f92473e94a4aa0c7cd610be,0.0666,d0bdd50d60a54455b86704f17d825ab6,1,0.0666
Unknown,2,f2216c0659724a8683355709da5eec84,0.0666,e2d2542e022945819e9e3f827f0200b2,1,0.0666
Unknown,2,77781947d89f4e2787150a81bb9cccea,0.0666,0835530a742e4a4ba16014ef10dc4901,1,0.0666
Unknown,2,ee09cd47425d4a668e010a1aad6ee002,0.0666,11d7866cfb744dd697b36bf090e1dcb6,1,0.0666
Unknown,2,68381e713e4b4bac9a302c559f7864ea,0.0666,4d10bd9706964c438fa66c3894c8c61a,1,0.0666
Unknown,2,cf6c2aec437646aba414bcf8d7e0b348,0.0666,81a299d4025843449cc77b198da58cec,1,0.0666
Unknown,2,7563c1a5a6a8456c8a736a0d1b06495c,0.0666,7a931d3267d544df99446df405d6da11,1,0.0666
Unknown,2,01ecd6ab2bfe4cff92057e131c6c6f3e,0.0666,95694a48c91e411fa1403b292e368e1d,1,0.0666
Unknown,2,62183e749c68492eaae00b7c9f8b595a,0.0666,74320b6c7fc7411992a70c8ecf5e287d,1,0.0666
Unknown,2,dd7907cc7cd04aa288604637edd52f4a,0.0666,22fe6d704abc4cfba2ffe948f6421e80,1,0.0666
Unknown,2,a5c2b1a2e70f4973a77c7d395ad9a04b,0.0666,9b3cad12f2f74e77b6ec0f0877d12cab,1,0.0666
Unknown,2,f885be2982ff40b88890e9b79e97babe,0.0666,7f464081888440feabd3ffbd4e7deb80,1,0.0666
Unknown,2,683f9ee5509e42d3a8caaa1f9fa87021,0.0666,d46d44336fb84eb995de7d4ce2bf09e6,1,0.0666
Unknown,2,ba66799720524aaabc6f22b4b6c7429c,0.0666,951488e9e25540eab54fc98b3a727697,1,0.0666
Unknown,2,23400835f4804f3a9530b727d8f2d788,0.0666,1ca49f8f23574eb991796f0f4279a6e2,1,0.0666
Unknown,2,3d112d3a12cf4d04a7368a740ee852b7,0.0666,7b9888921ab24165a3cc6c3130915e81,1,0.0666
Unknown,2,a52d17421dc04361aaf90d0e7febba07,0.0666,9772cf20ee1440ecaab1c7d04a734c8a,1,0.0666
Unknown,2,03b6c5579c98479686f1449c502b6174,0.0666,aec29b6e22e34070b5d77bcee2cf2843,1,0.0666
